Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18
0.411098859,0.964575116,0.081895338,0.418514674,0.672384391,0.186075739,0.223457683,0.027001452,0.649292526,0.945078189,0.264895583,0.927807535,0.739812647,0.140002817,0.116613757,0.45226082,0.152439514,0.345613019
0.12175957,0.018787854,0.388789003,0.53390928,0.255160886,0.484496726,0.238366331,0.707972215,0.211200496,0.358892582,0.379845691,0.956264284,0.539531053,0.218294483,0.579263538,0.510597587,0.067056722,0.407869137
0.084337712,0.046641565,0.750633401,0.285983922,0.871484457,0.090531153,0.940286287,0.855641931,0.864031426,0.114792053,0.119208878,0.260779996,0.9396613,0.114530316,0.285596104,0.736609044,0.268532076,0.600171583
0.159396869,0.26137753,0.891105037,0.021752019,0.938021443,0.635783772,0.336266166,0.301911134,0.289994872,0.586575998,0.012022044,0.456926413,0.450302587,0.260192004,0.200309038,0.407211305,0.017939166,0.006066702
0.620980494,0.590756567,0.447040218,0.593942791,0.632652783,0.003192088,0.733107773,0.615014239,0.480979606,0.040384859,0.837488837,0.695167902,0.688532167,0.595792862,0.705583226,0.061030253,0.764362235,0.575409172
0.863828634,0.105965005,0.370775,0.053510832,0.339257634,0.835876942,0.015091509,0.820046268,0.726066422,0.851912641,0.14715278,0.248499497,0.561361792,0.800446908,0.074506518,0.91261915,0.431120442,0.145626772
0.755190785,0.065079719,0.318137093,0.231878331,0.543054985,0.720436253,0.134681503,0.193276819,0.597682522,0.374005197,0.938302677,0.937886939,0.423162172,0.621493646,0.153748363,0.970732793,0.338512836,0.413153566
0.76095854,0.474439119,0.245758239,0.7633124,0.384921505,0.60884959,0.081608514,0.280034416,0.515760751,0.339849058,0.914657223,0.912430581,0.865936076,0.093902654,0.88208646,0.065978497,0.502518098,0.699655428
0.469727544,0.370530812,0.553577925,0.352125306,0.515343496,0.164801073,0.514478153,0.331213146,0.090033673,0.664973369,0.597167939,0.540732477,0.590824156,0.577038658,0.301123226,0.362524387,0.394779377,0.676674382
0.599347804,0.460373125,0.555580456,0.468356615,0.326181257,0.923279015,0.082744432,0.491825124,0.810187788,0.69391862,0.304083963,0.470523827,0.744861207,0.76809722,0.879629377,0.306866516,0.143249655,0.28358564
0.328194603,0.71770182,0.322525957,0.336604995,0.255474188,0.250479507,0.967400019,0.926609631,0.183444354,0.275819843,0.194778634,0.217290321,0.738225251,0.360177056,0.033849081,0.410248566,0.245550238,0.722859415
0.468547589,0.196838484,0.893324515,0.58916489,0.94952232,0.485974964,0.295329992,0.19578354,0.598851,0.562220207,0.212204504,0.732590965,0.503183438,0.234387802,0.737924785,0.299725051,0.595192419,0.027832185
0.413778024,0.677843621,0.394746319,0.671928768,0.724648614,0.805154134,0.849471533,0.978036793,0.044378757,0.288698064,0.285140725,0.089293566,0.57894013,0.195272015,0.261571867,0.900236365,0.573251296,0.821168196
0.331484774,0.563031714,0.361621524,0.389009857,0.555741104,0.518249792,0.026667096,0.850094983,0.66908144,0.769638723,0.832710682,0.388670674,0.298990081,0.930653298,0.098319436,0.057557045,0.855923578,0.687294129
0.501350618,0.445885285,0.457149823,0.187151695,0.085431591,0.795071445,0.522806594,0.384471187,0.56895541,0.154210894,0.072412023,0.811030435,0.980628669,0.806747861,0.476383095,0.631723273,0.912322741,0.007480286
0.258240495,0.252164943,0.478811668,0.164360735,0.799828634,0.121279079,0.283383533,0.3723702,0.716971845,0.8679591,0.459690286,0.259754295,0.090287314,0.853628262,0.241830121,0.056603329,0.486962679,0.179621191
0.439482231,0.763581243,0.424103079,0.232663988,0.201198262,0.090103627,0.827843433,0.466461248,0.284896571,0.408253085,0.186616825,0.937264346,0.536225297,0.835083955,0.365833891,0.65042817,0.758060481,0.449823985
0.953578434,0.121414202,0.752825754,0.825627005,0.110982414,0.226082492,0.016765476,0.212412325,0.719446021,0.87825803,0.399019958,0.686144015,0.694114578,0.834784552,0.000673893,0.934853258,0.390363258,0.772430274
0.003013822,0.134958981,0.384730557,0.138692927,0.270550329,0.200689102,0.131075877,0.688775617,0.972635782,0.51172667,0.365986951,0.64714829,0.306872664,0.680965427,0.349861969,0.886728548,0.854975627,0.950503398
0.759957668,0.907589178,0.984106724,0.730153701,0.744777281,0.859603379,0.114804198,0.363279917,0.514638371,0.313276489,0.356769154,0.13100802,0.811490249,0.107280832,0.345339101,0.902555232,0.20745772,0.617599063
0.795281918,0.209580316,0.205969573,0.258479308,0.879558958,0.875751339,0.38234063,0.455123118,0.286411631,0.9682251,0.610010798,0.69727653,0.182002145,0.219504419,0.786295642,0.096291386,0.614120799,0.787515908
0.708903547,0.103064308,0.899915231,0.275869755,0.313249518,0.262964424,0.67354586,0.919065131,0.07309811,0.650901311,0.206260462,0.248331074,0.308608424,0.451815104,0.788422058,0.392863864,0.433984209,0.599849888
0.63979795,0.207948162,0.081725058,0.906664757,0.902517821,0.151606746,0.114835906,0.650795,0.328527752,0.38125937,0.407639104,0.150951722,0.600369267,0.019679358,0.645248343,0.655874364,0.6179218,0.498520192
0.583561939,0.674790191,0.052128617,0.53516015,0.565456181,0.031595918,0.194566557,0.77668685,0.476754099,0.020468151,0.777963722,0.214270089,0.045533313,0.54931698,0.466244807,0.640075445,0.155699778,0.821465283
0.192877813,0.838512694,0.186764398,0.716459249,0.752808917,0.430084145,0.380965234,0.854240458,0.507517104,0.598592942,0.064071715,0.250532926,0.749511966,0.506908004,0.385437177,0.752586942,0.008488386,0.694356989
0.286700681,0.111013244,0.725676061,0.572509067,0.000606269,0.159840993,0.328682881,0.658989893,0.312206227,0.118679721,0.134815969,0.012802618,0.765902399,0.681048005,0.821303416,0.100464763,0.100614374,0.539901618
0.115957021,0.809997238,0.223776691,0.940865255,0.409200573,0.248546601,0.962147762,0.108651701,0.982524561,0.064180933,0.960354263,0.992504607,0.733080955,0.835842344,0.912422854,0.231044184,0.593171922,0.150903323
0.427462001,0.51675506,0.425879977,0.995426966,0.152086568,0.691016982,0.82559479,0.742200881,0.287184025,0.373037864,0.869180439,0.995177913,0.641225076,0.808645755,0.396770684,0.258649385,0.146655271,0.187239922
0.581306646,0.90215998,0.286115717,0.356261067,0.402203037,0.104097896,0.431758597,0.830165987,0.448048585,0.415479911,0.011889215,0.476111192,0.838550084,0.884144174,0.028970801,0.796151545,0.567850117,0.742043877
0.809235622,0.604838209,0.524049779,0.794898667,0.39217459,0.365047365,0.41316505,0.904788318,0.190088922,0.662065214,0.666258997,0.280201526,0.944110838,0.857690172,0.54428129,0.401952461,0.515090391,0.897172485
0.870055977,0.678123229,0.942521601,0.332758869,0.670765931,0.072061726,0.806132765,0.824414505,0.364021758,0.531227433,0.691681965,0.293532174,0.16181619,0.417424305,0.661889049,0.108224623,0.071595185,0.902428516
0.648578695,0.295893966,0.438301612,0.24313827,0.765721256,0.59137321,0.16833887,0.911421731,0.76777992,0.530715543,0.850298935,0.049250107,0.491132785,0.99042203,0.380746607,0.457700547,0.646596969,0.876978163
0.408231865,0.480652379,0.223374023,0.064703909,0.761377565,0.349754772,0.637549117,0.986507958,0.701467184,0.801434503,0.617206148,0.731829792,0.747754866,0.372880976,0.071450407,0.521296346,0.630177466,0.315265061
0.245987062,0.067026205,0.536014073,0.889985535,0.13746429,0.336418654,0.182627582,0.124224818,0.546313564,0.403261637,0.025068175,0.069689517,0.84708584,0.539840392,0.402415629,0.994081934,0.008793141,0.110990429
0.760451283,0.025424115,0.446691851,0.327599738,0.049117189,0.173393455,0.962938874,0.849526859,0.768408798,0.713958579,0.649341503,0.174841851,0.67139333,0.882355074,0.840676334,0.688357715,0.378853193,0.436210917
0.476619436,0.749836847,0.149477874,0.119772901,0.499391585,0.17780513,0.190582322,0.954729898,0.348228815,0.148916622,0.177284019,0.859704488,0.795912365,0.021148623,0.648288067,0.370220826,0.409086008,0.315769684
0.254883266,0.036954139,0.415689467,0.264726877,0.428201546,0.325917686,0.469572397,0.056137679,0.308226703,0.028401756,0.30892341,0.770487046,0.151738615,0.889652035,0.706359638,0.990796175,0.952857337,0.796624413
0.513014159,0.278425859,0.466831294,0.009621076,0.398740788,0.096936263,0.356378567,0.747517682,0.443687113,0.141802043,0.72651996,0.134217812,0.136109199,0.305694634,0.331445271,0.707990256,0.435640662,0.603548392
0.893154574,0.708631176,0.05778301,0.677829613,0.645606389,0.53064991,0.691648241,0.906737424,0.61238032,0.255977758,0.071826859,0.14108245,0.878881489,0.904003078,0.99575796,0.529872313,0.703191886,0.701630204
0.844603361,0.085912983,0.793686527,0.854564013,0.714658089,0.319181672,0.483967808,0.412891856,0.242232658,0.094909132,0.707949698,0.889948298,0.112103733,0.945891369,0.780506721,0.305187338,0.86150897,0.717394945
0.982323215,0.231946545,0.267012092,0.384041452,0.093929851,0.461224787,0.038405897,0.917284211,0.760891938,0.752352095,0.567074177,0.046139091,0.691339063,0.843823717,0.272857188,0.752415558,0.339865347,0.26107688
0.835367052,0.26515048,0.351791608,0.014865363,0.605307252,0.685285085,0.156674318,0.242359905,0.376058593,0.700803747,0.379088889,0.547683937,0.942102406,0.385240666,0.663892097,0.379712409,0.59412235,0.186921895
0.603359375,0.482045937,0.384050418,0.271452889,0.078307578,0.873752474,0.175602153,0.972716104,0.90341908,0.605049406,0.23715012,0.516697113,0.510424961,0.434385592,0.927093119,0.724102573,0.837624836,0.983860025
0.352661664,0.517362464,0.243978972,0.70334771,0.369667102,0.684194039,0.18185822,0.006838497,0.048473313,0.560075993,0.872425803,0.781223909,0.728162962,0.614381112,0.325645037,0.978339872,0.385204592,0.699357676
0.886757496,0.311983106,0.045403335,0.244517265,0.39260728,0.494305165,0.291705932,0.461784748,0.10533062,0.579164196,0.084914744,0.5561646,0.068028298,0.546844273,0.210154442,0.387400675,0.720413805,0.483944861
0.450171669,0.556727672,0.916966467,0.44485004,0.96552263,0.197623153,0.527080533,0.904417444,0.294653499,0.382010583,0.003822697,0.262193466,0.785957356,0.83077461,0.954772138,0.533906017,0.047225915,0.413784482
0.923362021,0.211402145,0.392287885,0.191214723,0.597855216,0.654600322,0.900247921,0.655586441,0.014091034,0.807852918,0.85472616,0.507180876,0.34218643,0.249395633,0.360201219,0.975674094,0.609220122,0.907980077
0.762913178,0.595694022,0.529869126,0.2335045,0.846276755,0.912546626,0.957664234,0.365769294,0.413422448,0.83478161,0.883686955,0.643898063,0.02512787,0.377400377,0.049432203,0.019407143,0.359566351,0.663983452
0.632340203,0.39155478,0.78824116,0.107681827,0.808328031,0.598057016,0.949059448,0.908745147,0.118435096,0.167377413,0.122547862,0.984753565,0.86976436,0.028387336,0.373285156,0.760923211,0.567727703,0.29480215
0.612384047,0.465059639,0.943786473,0.09959656,0.968664593,0.418776163,0.582530208,0.143414996,0.486900105,0.796239241,0.706559511,0.373548326,0.611981876,0.374506514,0.438621575,0.004848838,0.582363848,0.741236684
0.536626212,0.416828165,0.517016658,0.001213212,0.600249549,0.265175508,0.519970166,0.656838591,0.93648605,0.900772999,0.206513274,0.620421774,0.310390402,0.800213981,0.159722915,0.432223052,0.200204556,0.498387406
0.419838156,0.12676782,0.000284522,0.59062258,0.18290681,0.720480702,0.160253808,0.411410732,0.369206346,0.782022322,0.487121164,0.300259052,0.969574689,0.159998046,0.776172295,0.002222059,0.841783811,0.063455377
0.990989169,0.22211784,0.451025792,0.595723648,0.700884032,0.594504693,0.983101224,0.95154305,0.007199992,0.575803717,0.120002449,0.692947171,0.65440021,0.174940723,0.969412393,0.992442863,0.505164391,0.583788205
0.351747808,0.385836081,0.658875019,0.237146477,0.479724457,0.780906106,0.963047156,0.861529663,0.746847996,0.63507727,0.458086584,0.648085284,0.357801665,0.310894595,0.254810816,0.939152412,0.212968151,0.475298224
0.334425362,0.454683962,0.094065935,0.568889589,0.086428039,0.006628275,0.903219201,0.476015152,0.848854039,0.509875559,0.262303024,0.251651631,0.584153914,0.711113226,0.712711857,0.874821767,0.533209732,0.398505463
0.949722041,0.383672939,0.928654503,0.046152183,0.924483121,0.973897634,0.608317938,0.444557998,0.585364896,0.157755711,0.698879999,0.467195435,0.717508543,0.777573768,0.375587309,0.109854889,0.576577088,0.850340802
0.700258164,0.25960733,0.989148731,0.480234675,0.568457622,0.090439334,0.855286582,0.620355081,0.49635807,0.817773925,0.255552141,0.19811008,0.582251107,0.397366653,0.821645646,0.503354428,0.199771049,0.468038738
0.611866221,0.284553749,0.917921431,0.457553922,0.907090081,0.454613297,0.659105195,0.31986349,0.424101362,0.620747137,0.77306124,0.564740962,0.538916972,0.683832183,0.205399866,0.283365747,0.511460176,0.437320046
0.144600076,0.028461679,0.620157404,0.083302626,0.226630998,0.157059412,0.187244476,0.223010274,0.64770054,0.456801465,0.218333385,0.788538139,0.749707686,0.690802865,0.845836411,0.774350446,0.310269976,0.997979593
0.715633967,0.032058219,0.762340732,0.304142171,0.972264252,0.202754183,0.100730113,0.136485486,0.113048215,0.754944742,0.966803442,0.744075706,0.522992738,0.74952775,0.921388708,0.509421732,0.327455039,0.808362567
0.467110973,0.42104721,0.494224756,0.828627069,0.397841223,0.015013498,0.143571368,0.526250294,0.366137978,0.386358365,0.214777762,0.434360384,0.462667455,0.656986594,0.223557506,0.528683804,0.272021956,0.895633534
0.56697451,0.422826295,0.224343671,0.22740471,0.525343475,0.749459667,0.298011593,0.88581496,0.047316651,0.926419516,0.432174867,0.84822093,0.576785595,0.763927494,0.525013464,0.833823587,0.890061784,0.773813634
0.293098887,0.893821425,0.649505284,0.150539188,0.838164216,0.237195377,0.423046467,0.2500009,0.315845584,0.845430962,0.904520886,0.309030914,0.516640587,0.015070195,0.995005591,0.234870283,0.855102461,0.336769859
0.224998402,0.037797383,0.926177827,0.553232965,0.467463232,0.50971377,0.857658508,0.754287598,0.474061637,0.936438806,0.80506731,0.020051612,0.243729132,0.844976759,0.924564306,0.816720467,0.895843536,0.155227823
0.374899538,0.463690462,0.637930535,0.278346679,0.116630994,0.079412426,0.485738881,0.005728011,0.672696522,0.462286417,0.954738757,0.589339247,0.482136773,0.950862834,0.223303745,0.78677968,0.449501151,0.283792157
0.064323361,0.686310218,0.347293968,0.66491378,0.870222474,0.920892349,0.163131744,0.034943719,0.112627249,0.184496185,0.844972749,0.857107654,0.817081395,0.234811408,0.649655357,0.888487938,0.84957175,0.080534583
0.683011261,0.322403844,0.908143584,0.004728449,0.289353318,0.859113408,0.135583112,0.626806739,0.64602268,0.049509091,0.890097177,0.313526956,0.206282488,0.797947319,0.912504392,0.137266276,0.587881065,0.193970778
0.849798423,0.617600523,0.17169766,0.214602192,0.193855217,0.403787871,0.689005196,0.416742633,0.019647666,0.197775046,0.809664634,0.294256833,0.931058742,0.307509112,0.01493877,0.556837018,0.218320877,0.091659864
0.581058938,0.040106899,0.160397166,0.162356723,0.236510782,0.467755973,0.246511849,0.690459545,0.876494398,0.844321071,0.763485862,0.82517663,0.950704101,0.756477943,0.237771782,0.317054887,0.613932088,0.305069549
0.078966486,0.467876867,0.658357486,0.026630006,0.765667668,0.882037164,0.25763926,0.399942099,0.570076116,0.330635474,0.641320276,0.050009215,0.461161581,0.067808077,0.530956696,0.32016113,0.764791643,0.623784893
0.600340723,0.411438493,0.400738769,0.099351495,0.56569856,0.623241422,0.42180158,0.688935089,0.785219772,0.982354742,0.035918814,0.544043294,0.731588517,0.200972406,0.907615058,0.333114224,0.508808881,0.610131495
0.04031917,0.171932901,0.4480203,0.944642655,0.811673168,0.775589888,0.353438139,0.393559127,0.507210266,0.269864346,0.344540426,0.411014676,0.525688514,0.771924943,0.713954411,0.675539327,0.420285491,0.791980217
0.213103661,0.038608584,0.824575275,0.206524139,0.993396604,0.070763572,0.014037456,0.265678532,0.713339625,0.178682852,0.636052671,0.851434911,0.146859636,0.516474574,0.095423961,0.999846641,0.164048346,0.898244103
0.102158013,0.22309039,0.449140578,0.359553112,0.466307195,0.507287802,0.516857776,0.197975375,0.225761733,0.662263952,0.026950611,0.194935659,0.249373409,0.849163957,0.152083313,0.474084711,0.233454454,0.972529017
0.871234404,0.83657637,0.762716331,0.823026169,0.280860299,0.605495672,0.902783832,0.106639129,0.832069523,0.792544547,0.829191979,0.996443226,0.880892015,0.489922061,0.154535145,0.882866145,0.691017986,0.367028534
0.81331235,0.789677097,0.959682565,0.961319131,0.370011901,0.809474384,0.424915358,0.922248346,0.887359748,0.1316138,0.402326985,0.787088878,0.936169292,0.677473902,0.34326012,0.05699164,0.737811753,0.014510373
0.524785519,0.133953272,0.956584099,0.036825633,0.080459927,0.76667368,0.011585546,0.371624899,0.891830442,0.365959078,0.778826188,0.610897872,0.952287695,0.463561083,0.65448581,0.884721673,0.188450761,0.406351913
0.159515581,0.228561661,0.284749838,0.732471187,0.864707227,0.924042229,0.603874463,0.18436159,0.394678757,0.878053854,0.011053331,0.285927593,0.777020406,0.949196874,0.213290399,0.778364503,0.129228036,0.151670198
0.486887873,0.151302004,0.94534254,0.064969105,0.754991254,0.568824576,0.938113307,0.005626054,0.57379592,0.311011534,0.198654998,0.076093525,0.461391709,0.639467326,0.850624216,0.866503631,0.852593665,0.011051827
0.91860311,0.018594214,0.099607399,0.06689539,0.57943642,0.865313505,0.082596538,0.641481826,0.298793585,0.755273425,0.102328524,0.188568304,0.917035408,0.591942855,0.703534961,0.623711624,0.016618548,0.832987015
0.689704972,0.920311467,0.750646796,0.808862152,0.437863755,0.506785602,0.004809288,0.191383715,0.159741354,0.79436789,0.144381374,0.855723198,0.933484947,0.615346845,0.35780704,0.227041062,0.951767955,0.522807346
0.344488181,0.868467728,0.765729398,0.641901743,0.11400963,0.894279846,0.62204609,0.219590992,0.022812015,0.257001318,0.415304902,0.731381863,0.065503473,0.011333194,0.464023644,0.397741069,0.793931301,0.97256323
0.940362292,0.107563672,0.203501741,0.145540081,0.172456487,0.980379623,0.987410811,0.513146148,0.543377859,0.109102154,0.534941191,0.630749058,0.581530874,0.252923504,0.280027398,0.916066997,0.373847745,0.671229234
0.971748221,0.198056937,0.951385257,0.377456517,0.716427609,0.374270492,0.991003982,0.382166094,0.29021171,0.970162506,0.729976654,0.17177093,0.964687238,0.334112654,0.482426182,0.935482766,0.030767321,0.722970805
0.923530168,0.285085724,0.436521856,0.661012687,0.649447087,0.393280377,0.181960135,0.183843353,0.828056675,0.144954785,0.467196895,0.842463022,0.898527841,0.364223644,0.567154333,0.180765271,0.298240524,0.422504915
0.104969883,0.482071621,0.922134572,0.062183987,0.432254959,0.077335522,0.855928223,0.360685518,0.754229553,0.302213583,0.367083113,0.704110544,0.135386829,0.629801,0.289970112,0.516834818,0.738366062,0.206849026
0.294678095,0.9674742,0.651389548,0.953790727,0.793352991,0.218263135,0.921656996,0.238241696,0.830062561,0.384366698,0.376676349,0.142337227,0.316536788,0.098579149,0.667144351,0.147787534,0.890549622,0.438562863
0.181174045,0.818169727,0.661096596,0.593440469,0.404489554,0.491985743,0.936480807,0.178289017,0.524487795,0.8985442,0.388767091,0.339437435,0.980238504,0.024924325,0.92760784,0.930046085,0.583401327,0.793896277
0.436989424,0.94498761,0.679868342,0.71691815,0.805036889,0.985571004,0.036428152,0.242407781,0.093702164,0.864980222,0.06765719,0.284494234,0.593393337,0.736301779,0.231506546,0.787830447,0.355851873,0.783789582
0.426083456,0.877988572,0.005837187,0.07774682,0.989126386,0.311287281,0.068691607,0.548621006,0.138993622,0.659833545,0.162268126,0.620782772,0.765202537,0.843926701,0.459841929,0.05494647,0.687431802,0.265038452
0.886738056,0.727140723,0.670306023,0.822389338,0.881094235,0.540702736,0.703033059,0.380468723,0.7091862,0.812163748,0.209800712,0.562538291,0.227286894,0.257438962,0.061599564,0.994460294,0.776413702,0.755767502
0.900185469,0.326869585,0.225020882,0.92929465,0.815879985,0.568224566,0.990602864,0.880373341,0.526063008,0.483642387,0.236006464,0.814282624,0.20185409,0.974720898,0.509121978,0.202376373,0.572862081,0.894514407
0.961518186,0.225227395,0.7782574,0.55100761,0.931491764,0.498521031,0.737136513,0.171939639,0.017343531,0.541696182,0.586342916,0.409328972,0.588789899,0.340157064,0.921101275,0.976547016,0.836100328,0.4194947
0.847875059,0.027406487,0.746879227,0.793363982,0.779597479,0.926776129,0.810904951,0.800746341,0.689094363,0.162209494,0.412805861,0.622303776,0.745740089,0.737688587,0.959117165,0.789881638,0.960718362,0.591044782
0.340395371,0.424140274,0.209945838,0.648527204,0.219196197,0.629016929,0.352007082,0.125932728,0.161344717,0.453398828,0.152229493,0.839117905,0.615907902,0.368240224,0.687546687,0.274081333,0.753743103,0.98682881
0.94065622,0.053862818,0.234449169,0.199723857,0.368104022,0.162269825,0.809964486,0.999269514,0.75738826,0.752276772,0.990335132,0.944970416,0.26836056,0.147660675,0.185653448,0.317693206,0.242770409,0.96652724
0.094928765,0.884626506,0.239553635,0.392771693,0.875548259,0.509193175,0.29742357,0.017322861,0.693376188,0.719750837,0.537457057,0.149330161,0.005611033,0.563302783,0.254324116,0.236827318,0.579967705,0.32720326
0.935206542,0.059247051,0.765367897,0.117521378,0.664741099,0.295876819,0.0129274,0.258697239,0.018164111,0.274079755,0.458510595,0.385576893,0.999625347,0.813824536,0.373181422,0.340886401,0.214630579,0.681931465
0.778872537,0.497409175,0.945540242,0.145765974,0.418646426,0.885241821,0.255079519,0.794840623,0.904388013,0.481699021,0.388211662,0.802626248,0.63596238,0.715411029,0.202867831,0.327075942,0.126587006,0.209054939
0.364935985,0.132208969,0.098499526,0.406270298,0.123270854,0.212832616,0.542324439,0.250635597,0.197242744,0.393143372,0.934501329,0.539239179,0.826262028,0.066988409,0.97697163,0.365695722,0.504041533,0.620819375
0.804899035,0.972953854,0.493822106,0.205744349,0.807249166,0.668099929,0.295434208,0.216823896,0.922306747,0.394225622,0.13315915,0.036007887,0.573606232,0.458457019,0.550606236,0.390647327,0.796960971,0.80731441
0.211634463,0.284926721,0.063470294,0.657649789,0.483231123,0.427677268,0.840883669,0.178135481,0.718539601,0.602590687,0.108035781,0.18645797,0.673376038,0.269482446,0.694627004,0.35243229,0.650662352,0.122797909
0.947109443,0.699879727,0.611760821,0.196288382,0.325210606,0.487586714,0.516078983,0.020972236,0.34161309,0.260121419,0.137544099,0.368798102,0.658199864,0.321806784,0.676497497,0.217571754,0.01826388,0.521973956
0.604901682,0.096442856,0.242039959,0.424646971,0.900687438,0.285378194,0.389887997,0.874798136,0.196790359,0.151208324,0.685080743,0.708747567,0.118886039,0.080618539,0.136932124,0.706180866,0.275481649,0.976819313
0.807297098,0.24547811,0.476788348,0.306323079,0.515874937,0.386783839,0.897260735,0.402144216,0.298207982,0.167121703,0.015289312,0.889384214,0.657536946,0.151217816,0.5641211,0.279706606,0.34055208,0.333356932
0.205749463,0.012735624,0.112416193,0.205957939,0.551371808,0.57308442,0.392336954,0.02539766,0.181379263,0.454121716,0.192167935,0.331050208,0.311324844,0.154066632,0.21352409,0.92123708,0.834656669,0.144724614
0.060696212,0.655498548,0.949445657,0.730026747,0.653243506,0.102185064,0.336132107,0.353568759,0.71463521,0.331918924,0.957593392,0.613749839,0.107345106,0.917157854,0.107016579,0.940462534,0.752907818,0.974486434
0.433462072,0.428221031,0.681028704,0.537595471,0.036241051,0.075064371,0.404311749,0.996490819,0.750367676,0.636569924,0.806117374,0.732079241,0.641727275,0.251490307,0.917747281,0.821884655,0.455112198,0.242753655
0.295276578,0.597202979,0.193401285,0.874348732,0.350850654,0.487646032,0.594547853,0.196790102,0.860193444,0.691150541,0.261192789,0.57106742,0.048354114,0.843589095,0.971479677,0.142204293,0.711354084,0.343335225
0.150338191,0.588558701,0.547589839,0.166861214,0.010340024,0.567029693,0.041233427,0.244007414,0.35161154,0.917835126,0.996683997,0.935075869,0.33265863,0.606462016,0.51123554,0.382461585,0.03241126,0.618376389
0.68636626,0.301690701,0.680879654,0.982284526,0.654915236,0.442938749,0.516084964,0.476870162,0.314343448,0.691290572,0.038948456,0.637603956,0.376585409,0.795308917,0.583084992,0.851754178,0.006998236,0.028314933
0.108350009,0.440577511,0.798779936,0.47012814,0.594518541,0.009431566,0.246165149,0.285602519,0.597281759,0.517883291,0.837002218,0.66269219,0.984951218,0.628560534,0.66567683,0.45510838,0.318717282,0.963830349
0.72358867,0.395125875,0.14269604,0.668152542,0.829133158,0.742021885,0.985515169,0.202004895,0.856219322,0.124637327,0.045572324,0.513251462,0.669778568,0.769131285,0.914309756,0.102246892,0.672711488,0.814158995
0.709448317,0.904253056,0.521460193,0.531075944,0.796328251,0.897255179,0.756067406,0.933220321,0.893833551,0.616758561,0.579728363,0.57272513,0.084171253,0.358681559,0.250762864,0.732228377,0.328300693,0.64737926
0.665515536,0.781957899,0.049749337,0.415303736,0.559715861,0.908932426,0.352310255,0.273500498,0.328929792,0.032818168,0.530869257,0.493401088,0.037270587,0.939427427,0.554916646,0.41443906,0.307268502,0.267236827
0.374861875,0.086566623,0.655779743,0.240382956,0.617910236,0.62645739,0.637261219,0.304686309,0.650394624,0.41247604,0.073307462,0.16119138,0.901257851,0.930754957,0.789409346,0.331094979,0.331437021,0.900907399
